,BS1,BS2,BS3,BS4,BS5
LOC_Os04g38660,0,0,0,0,0
LOC_Os04g38670,0,0,0,0,0
LOC_Os04g38680,108,0,72,0,1
LOC_Os04g38690,0,0,0,0,0
LOC_Os04g38700,0,0,0,0,4
LOC_Os04g38710,0,0,0,0,0
LOC_Os04g38720,1,0,25,0,0
LOC_Os04g38730,0,0,0,0,0
LOC_Os04g38740,0,0,0,0,0
LOC_Os04g38750,27,289,50,3,107
LOC_Os04g38760,0,0,0,0,0
LOC_Os04g38770,0,0,0,0,0
LOC_Os04g38780,0,0,0,0,0
LOC_Os04g38790,78,100,90,57,125
LOC_Os04g38800,0,0,0,0,0
LOC_Os04g38810,0,0,0,0,0
LOC_Os04g38820,0,0,0,0,0
LOC_Os04g38830,0,0,0,0,91
LOC_Os04g38840,0,0,0,0,0
LOC_Os04g38850,17,0,0,0,0
LOC_Os04g38860,0,0,0,0,0
LOC_Os04g38870,451,317,529,498,348
LOC_Os04g38880,0,97,21,0,0
LOC_Os04g38885,0,0,0,0,0
LOC_Os04g38890,0,0,0,0,0
LOC_Os04g38900,109,195,154,110,5
LOC_Os04g38910,0,0,0,0,0
LOC_Os04g38914,213,258,124,135,321
LOC_Os04g38920,0,24,0,147,0
LOC_Os04g38930,0,39,0,0,0
LOC_Os04g38940,185,336,153,10,96
LOC_Os04g38950,105,286,26,133,1
LOC_Os04g38960,23,191,133,22,25
LOC_Os04g38970,73,2,32,125,205
LOC_Os04g38980,0,0,0,0,0
LOC_Os04g38990,0,0,0,0,0
LOC_Os04g39000,0,0,0,0,0
LOC_Os04g39010,0,0,0,0,0
LOC_Os04g39020,286,463,239,227,244
LOC_Os04g39030,0,0,0,0,0
LOC_Os04g39040,195,113,118,1,177
LOC_Os04g39050,15,12,21,0,0
LOC_Os04g39060,4,0,54,105,1
LOC_Os04g39070,0,0,0,0,0
LOC_Os04g39080,5,0,0,0,1
LOC_Os04g39090,33,6,0,129,2
LOC_Os04g39100,6,105,1,0,0
LOC_Os04g39110,0,0,0,0,0
LOC_Os04g39120,0,0,0,0,0
LOC_Os04g39130,0,0,0,0,0
LOC_Os04g39140,0,4,2,0,0
LOC_Os04g39150,0,0,0,0,0
LOC_Os04g39160,180,70,1,76,97
LOC_Os04g39170,14,17,33,0,0
LOC_Os04g39180,0,0,0,0,0
LOC_Os04g39190,170,211,158,166,73
LOC_Os04g39200,0,0,0,0,0
LOC_Os04g39210,793.874,1646,451.996,568,660
LOC_Os04g39220,26.126,0,2.004,0,0
LOC_Os04g39230,0,0,0,0,0
LOC_Os04g39240,0,56,49,185,142
LOC_Os04g39250,0,0,0,0,0
LOC_Os04g39260,86,0,35,1,0
LOC_Os04g39270,86,62,115,58,0
LOC_Os04g39280,18,0,19,0,0
LOC_Os04g39290,0,0,0,0,0
LOC_Os04g39300,0,0,0,0,0
LOC_Os04g39310,0,0,0,0,0
LOC_Os04g39320,0,0,0,0,0
LOC_Os04g39330,0,0,0,0,0
LOC_Os04g39340,0,0,0,0,0
LOC_Os04g39350,0,38,0,0,1
LOC_Os04g39360,0,0,0,0,0
LOC_Os04g39370,0,0,0,0,0
LOC_Os04g39380,17,0,0,0,0
LOC_Os04g39390,0,0,0,0,0
LOC_Os04g39400,0,0,0,0,0
LOC_Os04g39410,57,0,0,1,25
LOC_Os04g39420,0,0,0,0,0
LOC_Os04g39430,115,72,20,1,58
LOC_Os04g39440,6,239,56,102,59
LOC_Os04g39444,10,0,27,0,1
LOC_Os04g39450,64,117,63,3,63
LOC_Os04g39460,0,0,0,0,0
LOC_Os04g39470,0,0,0,0,0
LOC_Os04g39489,103,355,162,327,367
LOC_Os04g39510,0,0,0,0,0
LOC_Os04g39520,0,0,0,0,0
LOC_Os04g39530,0,0,0,0,0
LOC_Os04g39540,24,62,26,0,141
LOC_Os04g39560,602,479,384,546,525
LOC_Os04g39570,0,0,0,1,34
LOC_Os04g39580,0,0,0,0,0
LOC_Os04g39590,0,0,0,0,0
LOC_Os04g39600,0,0,0,0,0
LOC_Os04g39610,0,0,0,1,17
LOC_Os04g39629,146,74,31,123,2
LOC_Os04g39650,0,0,0,0,11
LOC_Os04g39660,80,245,19,144,13
LOC_Os04g39670,0,0,0,0,0
LOC_Os04g39680,0,0,0,0,0
LOC_Os04g39700,122,94,210,24,288
LOC_Os04g39710,0,0,0,0,0
LOC_Os04g39720,0,0,0,0,0
LOC_Os04g39730,0,0,0,0,0
LOC_Os04g39740,0,0,0,0,0
LOC_Os04g39750,0,0,0,0,0
LOC_Os04g39760,0,0,0,0,0
LOC_Os04g39770,0,0,0,0,0
LOC_Os04g39780,0,51,0,0,27
LOC_Os04g39800,0,0,0,0,0
LOC_Os04g39814,13,31,1,0,25
LOC_Os04g39830,0,0,0,0,0
LOC_Os04g39840,0,0,0,0,0
LOC_Os04g39864,0,0,0,0,0
LOC_Os04g39880,16,14,0,0,23
LOC_Os04g39890,0,0,0,0,0
LOC_Os04g39900,0,0,2,0,0
LOC_Os04g39910,0,0,0,0,0
LOC_Os04g39930,0,0,0,0,0
LOC_Os04g39940,0,0,0,0,0
LOC_Os04g39950,0,93,0,0,0
LOC_Os04g39960,0,0,0,0,0
LOC_Os04g39970,0,0,0,0,0
LOC_Os04g39980,198,135,7,2,146
LOC_Os04g39990,0,0,0,0,0
LOC_Os04g40000,0,0,0,0,0
LOC_Os04g40010,0,62,0,0,0
LOC_Os04g40020,0,0,0,0,0
LOC_Os04g40030,0,0,21,0,0
LOC_Os04g40040,74,64,0,37,134
LOC_Os04g40050,11,0,0,54,37
LOC_Os04g40060,5,1,111,11,54
LOC_Os04g40070,0,0,0,0,0
LOC_Os04g40080,42,16,158,7,109
LOC_Os04g40090,51,1,27,44,0
LOC_Os04g40100,209,141,296,140,224
LOC_Os04g40110,0,0,0,0,0
LOC_Os04g40120,0,0,0,0,0
LOC_Os04g40130,0,0,0,0,0
LOC_Os04g40140,0,0,43,0,0
LOC_Os04g40150,12,9,98,149,323
LOC_Os04g40170,0,0,0,0,0
LOC_Os04g40180,39,26,1,82,35
LOC_Os04g40190,341,415,204,17,232
LOC_Os04g40200,0,0,0,0,0
LOC_Os04g40210,0,0,0,0,0
LOC_Os04g40220,0,0,0,0,0
LOC_Os04g40230,0,0,0,0,0
LOC_Os04g40240,0,0,0,0,0
LOC_Os04g40250,0,0,0,0,0
LOC_Os04g40260,0,0,0,0,0
LOC_Os04g40270,0,0,0,0,0
LOC_Os04g40290,0,0,0,0,0
LOC_Os04g40300,22,29,0,1,65
LOC_Os04g40310,141,219,93,20,71
LOC_Os04g40320,56,321,50,72,18
LOC_Os04g40330,0,0,0,0,0
LOC_Os04g40340,0,0,0,0,0
LOC_Os04g40350,0,0,0,0,0
LOC_Os04g40360,0,0,0,0,0
LOC_Os04g40370,0,0,0,0,4
LOC_Os04g40380,0,0,0,0,0
LOC_Os04g40390,1,0,0,0,0
LOC_Os04g40400,260,607,398,147,452
LOC_Os04g40410,74,0,0,0,0
LOC_Os04g40420,71,21,60,130,39
LOC_Os04g40430,120,120,97,1,63
LOC_Os04g40440,0,0,0,0,0
LOC_Os04g40450,0,0,0,0,0
LOC_Os04g40460,0,0,0,0,0
LOC_Os04g40470,0,0,0,0,0
LOC_Os04g40475,0,0,0,0,0
LOC_Os04g40490,0,0,0,0,0
LOC_Os04g40500,0,0,0,0,0
LOC_Os04g40510,0,0,1,0,0
LOC_Os04g40520,0,0,114,4,11
LOC_Os04g40530,126,268,93,61,5
LOC_Os04g40540,128,185,36,86,73
LOC_Os04g40550,0,0,0,0,0
LOC_Os04g40560,0,0,0,0,0
LOC_Os04g40570,0,0,0,0,0
LOC_Os04g40580,0,0,0,0,0
LOC_Os04g40590,0,0,0,0,0
LOC_Os04g40600,400,980,372,703,314
LOC_Os04g40620,0,0,0,0,0
LOC_Os04g40630,98,72,71,0,64
LOC_Os04g40640,0,0,0,0,0
LOC_Os04g40650,0,0,90,0,0
LOC_Os04g40660,489,865,311,923,611
LOC_Os04g40670,620,1224,586,58,466
LOC_Os04g40680,0,0,0,0,5
LOC_Os04g40690,0,0,0,0,0
LOC_Os04g40700,3,9,32,82,1
LOC_Os04g40720,67,0,0,0,0
LOC_Os04g40730,41,0,1,0,23
LOC_Os04g40740,0,52,1,0,126
LOC_Os04g40750,0,0,0,0,0
LOC_Os04g40760,0,0,0,0,0
LOC_Os04g40770,0,0,0,0,0
LOC_Os04g40780,0,0,0,0,0
LOC_Os04g40790,0,0,0,0,0
LOC_Os04g40800,0,0,0,0,0
LOC_Os04g40820,0,0,0,0,0
LOC_Os04g40830,15,34,49,69,3
LOC_Os04g40840,20,82,53,28,1
LOC_Os04g40850,48,81,93,143,145
LOC_Os04g40860,138,606,86,85,224
LOC_Os04g40870,80,207,150,115,283
LOC_Os04g40874,256,925,426,644,412
LOC_Os04g40880,78,210,0,0,1
LOC_Os04g40890,0,0,0,0,0
LOC_Os04g40900,0,0,0,0,0
LOC_Os04g40910,245,497,329,239,538
LOC_Os04g40920,0,0,0,0,0
LOC_Os04g40930,23,158,6,1,0
LOC_Os04g40940,0,0,0,0,0
LOC_Os04g40950,1478,3319,2016,1937,923
LOC_Os04g40960,0,0,0,0,0
LOC_Os04g40970,0,0,0,0,0
LOC_Os04g40980,0,1,21,0,14
LOC_Os04g40990,0,0,0,0,0
LOC_Os04g41000,9,152,0,0,0
LOC_Os04g41010,0,0,0,0,0
LOC_Os04g41020,0,78,0,0,0
LOC_Os04g41030,28,1,129,80,113
LOC_Os04g41040,19,17,0,1,97
LOC_Os04g41050,0,0,0,0,0
LOC_Os04g41060,0,0,0,0,0
LOC_Os04g41070,0,0,0,0,0
LOC_Os04g41080,0,0,0,0,0
LOC_Os04g41090,0,0,0,0,0
LOC_Os04g41100,199,335,174,437,130
LOC_Os04g41110,0,0,0,0,0
LOC_Os04g41120,0,0,0,0,0
LOC_Os04g41130,0,0,0,1,0
LOC_Os04g41140,0,0,0,0,0
LOC_Os04g41150,345,165,144,24,131
LOC_Os04g41160,392,68,309,190,102
LOC_Os04g41170,0,0,0,0,0
LOC_Os04g41180,0,0,0,0,0
LOC_Os04g41189,0,0,0,0,0
LOC_Os04g41200,12,0,0,0,260
LOC_Os04g41220,44,98,45,147,166
LOC_Os04g41229,0,0,0,111,0
LOC_Os04g41238,0,0,0,85,60
LOC_Os04g41250,0,0,0,0,0
LOC_Os04g41260,40,0,99,8,1
LOC_Os04g41270,0,0,0,0,0
LOC_Os04g41280,0,0,0,0,0
LOC_Os04g41300,0,0,0,0,0
LOC_Os04g41310,36,112.969,94,15,75
LOC_Os04g41320,84,4.031,0,205,35
LOC_Os04g41330,0,128,22,0,0
LOC_Os04g41340,4885,8012,5123,3964,2557
LOC_Os04g41350,0,0,0,0,0
LOC_Os04g41360,0,0,0,0,0
LOC_Os04g41370,0,0,0,0,0
LOC_Os04g41380,0,0,0,0,0
LOC_Os04g41390,0,0,0,0,0
LOC_Os04g41400,0,0,0,0,0
LOC_Os04g41410,0,0,9,0,0
LOC_Os04g41430,0,0,0,0,0
LOC_Os04g41450,0,0,0,0,0
LOC_Os04g41460,331,437,462,55,337
LOC_Os04g41470,104,159,135,515,122
LOC_Os04g41480,0,0,0,0,0
LOC_Os04g41490,14,55,71,0,69
LOC_Os04g41500,141,136,100,135,267
LOC_Os04g41510,0,68,62,75,29
LOC_Os04g41520,0,0,0,0,0
LOC_Os04g41530,0,0,0,0,0
LOC_Os04g41540,20,0,0,0,1
LOC_Os04g41550,1,104,1,64,1
LOC_Os04g41560,5479,8364,4747,7086,4209
LOC_Os04g41570,41,99,82,0,0
LOC_Os04g41580,0,73,0,0,0
LOC_Os04g41599,0,0,0,0,0
LOC_Os04g41620,0,0,0,0,0
LOC_Os04g41630,0,0,0,0,0
LOC_Os04g41640,0,0,0,0,0
LOC_Os04g41650,0,0,0,0,0
LOC_Os04g41660,0,0,0,0,0
LOC_Os04g41670,0,0,0,0,0
LOC_Os04g41680,0,0,0,0,0
LOC_Os04g41690,0,0,0,0,0
LOC_Os04g41700,638,886,605,588,670
LOC_Os04g41710,0,0,0,0,0
LOC_Os04g41720,0,0,0,0,0
LOC_Os04g41730,0,0,0,0,0
LOC_Os04g41740,0,0,0,0,0
LOC_Os04g41750,0,0,0,0,0
LOC_Os04g41759,0,0,0,0,0
LOC_Os04g41770,0,0,0,0,0
LOC_Os04g41780,0,0,0,0,0
LOC_Os04g41790,0,0,0,0,0
LOC_Os04g41800,26,10,0,0,1
LOC_Os04g41810,1,0,62,82,1
LOC_Os04g41820,0,0,0,0,0
LOC_Os04g41830,150,182,167,50,67
LOC_Os04g41840,0,0,0,0,0
LOC_Os04g41850,98,76,157,206,135
LOC_Os04g41860,0,15,0,6,0
LOC_Os04g41870,1,38,40,0,0
LOC_Os04g41875,0,0,0,0,0
LOC_Os04g41880,0,0,0,0,0
LOC_Os04g41890,0,0,0,0,0
LOC_Os04g41900,0,0,0,0,0
LOC_Os04g41910,108,102,102,50,3
LOC_Os04g41920,91,237,122,29,115
LOC_Os04g41930,0,0,0,0,0
LOC_Os04g41950,132,342,276,92,169
LOC_Os04g41960,98,152,30,1,92
LOC_Os04g41970,64,341,339,453,283
LOC_Os04g41980,0,0,0,0,0
LOC_Os04g41990,37,106,165,46,131
LOC_Os04g42000,128,250,180,234,49
LOC_Os04g42010,60,35,95,35,84
LOC_Os04g42020,1614,2964,1696,2559,1012
LOC_Os04g42030,16,197,138,253,151
LOC_Os04g42040,0,0,0,0,0
LOC_Os04g42050,0,0,0,0,0
LOC_Os04g42080,0,0,0,0,0
LOC_Os04g42090,12731,16479,12234,8630,10120
LOC_Os04g42095,0,0,0,0,0
LOC_Os04g42100,0,0,0,0,0
LOC_Os04g42110,26,1,16,4,0
LOC_Os04g42120,0,0,50,0,0
LOC_Os04g42130,0,1,0,0,0
LOC_Os04g42134,530,707,173,900,404
LOC_Os04g42140,630,720,484,527,204
LOC_Os04g42150,0,0,0,0,0
LOC_Os04g42160,0,0,0,0,0
LOC_Os04g42174,20,0,0,82,0
LOC_Os04g42189,0,0,0,0,0
LOC_Os04g42200,82,0,0,0,22
LOC_Os04g42210,0,0,0,0,0
LOC_Os04g42220,0,0,0,0,0
LOC_Os04g42230,0,0,0,0,0
LOC_Os04g42240,0,0,0,0,0
LOC_Os04g42250,569,950,242,72,170
LOC_Os04g42260,0,0,0,0,0
LOC_Os04g42270,324,383,256,506,553
LOC_Os04g42280,0,0,1,12,0
LOC_Os04g42290,0,117,19,0,0
LOC_Os04g42310,65,223,26,25,0
LOC_Os04g42320,193,487,291,663,359
LOC_Os04g42330,18,35,0,0,14
LOC_Os04g42340,4,0,24,313,107
LOC_Os04g42350,0,0,0,0,0
LOC_Os04g42360,0,0,0,0,0
LOC_Os04g42370,61,256,72,219,98
LOC_Os04g42380,55,186,91,117,88
LOC_Os04g42399,0,0,0,0,0
LOC_Os04g42420,990,1483,918,522,579
LOC_Os04g42430,247,413,134,195,140
LOC_Os04g42444,0,64,0,27,0
LOC_Os04g42451,0,0,0,0,0
LOC_Os04g42460,0,0,0,0,0
LOC_Os04g42470,165,237,35,498,118
LOC_Os04g42480,1,27,30,67,1
LOC_Os04g42490,0,124,14,75,75
LOC_Os04g42500,0,0,0,0,0
LOC_Os04g42520,163,165,56,85,1
LOC_Os04g42530,0,0,0,0,0
LOC_Os04g42540,0,0,0,0,0
LOC_Os04g42550,0,0,0,0,0
LOC_Os04g42560,0,0,0,0,0
LOC_Os04g42570,0,0,0,0,0
LOC_Os04g42580,0,2,46,0,0
LOC_Os04g42590,103,93,154,64,129
LOC_Os04g42600,324,836,456,853,665
LOC_Os04g42610,0,28,15,0,0
LOC_Os04g42620,76,277,147,29,115
LOC_Os04g42634,0,0,0,0,0
LOC_Os04g42650,0,0,0,1,0
LOC_Os04g42670,43,136,79,0,2
LOC_Os04g42680,0,0,0,0,0
LOC_Os04g42690,60,79,148,301,195
LOC_Os04g42700,0,0,0,1,1
LOC_Os04g42710,0,0,0,0,0
LOC_Os04g42720,0,0,0,0,0
LOC_Os04g42730,0,0,0,0,0
LOC_Os04g42740,0,0,0,0,0
LOC_Os04g42750,0,0,0,0,0
LOC_Os04g42760,0,0,0,0,0
LOC_Os04g42770,0,1,0,0,0
LOC_Os04g42784,49,81,8,293,39
LOC_Os04g42800,836,479,597,1096,407
LOC_Os04g42810,0,0,0,0,0
LOC_Os04g42820,0,0,0,0,0
LOC_Os04g42830,0,0,0,0,0
LOC_Os04g42840,71,95,17,4,26
LOC_Os04g42850,0,0,0,0,0
LOC_Os04g42860,0,0,0,0,0
LOC_Os04g42870,92,0,101,3,100
LOC_Os04g42880,0,0,0,0,0
LOC_Os04g42889,0,0,0,0,0
LOC_Os04g42900,0,0,0,0,0
LOC_Os04g42910,202,105,68,145,106
LOC_Os04g42920,137,228,225,218,222
LOC_Os04g42930,899,1724,424,1592,750
LOC_Os04g42940,0,0,0,0,0
LOC_Os04g42950,0,0,0,0,0
LOC_Os04g42960,0,0,0,0,0
LOC_Os04g42970,0,0,0,0,0
LOC_Os04g42980,37,62,43,0,0
LOC_Os04g42990,29,91,113,0,1
LOC_Os04g43010,0,0,0,0,0
LOC_Os04g43020,0,0,0,0,0
LOC_Os04g43030,180,232,61,76,63
LOC_Os04g43040,5,0,18,0,21
LOC_Os04g43050,0,0,1,216,12
LOC_Os04g43060,34,63,0,0,2
LOC_Os04g43070,2422,4282,2501,3156,2027
LOC_Os04g43080,0,0,0,0,0
LOC_Os04g43090,0,0,0,0,0
LOC_Os04g43110,0,0,0,0,0
LOC_Os04g43120,0,0,0,0,0
LOC_Os04g43130,118,50,222,147,144
LOC_Os04g43140,38,68,148,227,108
LOC_Os04g43150,24,36,60,60,7
LOC_Os04g43160,0,0,0,0,0
LOC_Os04g43164,0,0,0,0,0
LOC_Os04g43170,0,0,0,0,0
LOC_Os04g43180,0,0,0,0,0
LOC_Os04g43190,0,0,0,0,0
LOC_Os04g43200,0,0,0,0,0
LOC_Os04g43210,0,0,0,0,0
LOC_Os04g43220,335,375,741,549,489
LOC_Os04g43230,0,0,0,0,0
LOC_Os04g43240,0,0,0,0,0
LOC_Os04g43250,0,0,0,0,0
LOC_Os04g43260,0,0,0,0,0
LOC_Os04g43270,0,0,0,0,0
LOC_Os04g43290,0,0,0,0,0
LOC_Os04g43300,57,0,0,70,0
LOC_Os04g43310,0,0,36,15,0
LOC_Os04g43324,0,0,0,0,0
LOC_Os04g43340,35,0,0,0,49
LOC_Os04g43350,72,0,189,29,98
LOC_Os04g43360,0,0,0,0,33
LOC_Os04g43370,0,0,0,0,0
LOC_Os04g43380,0,0,0,0,0
LOC_Os04g43390,0,0,0,0,0
LOC_Os04g43400,0,0,0,1,0
LOC_Os04g43410,0,0,0,0,0
LOC_Os04g43420,282,404,101,17,280
LOC_Os04g43430,0,0,9,0,0
LOC_Os04g43440,0,0,0,0,0
LOC_Os04g43450,0,0,0,0,0
LOC_Os04g43464,0,0,0,0,0
LOC_Os04g43480,0,0,0,0,0
LOC_Os04g43490,21,0,0,0,0
LOC_Os04g43500,0,0,0,0,0
LOC_Os04g43519,0,0,0,0,0
LOC_Os04g43550,23,53,0,0,1
LOC_Os04g43560,0,0,0,0,0
LOC_Os04g43570,0,0,0,0,0
LOC_Os04g43580,0,0,0,0,0
LOC_Os04g43590,0,0,0,0,0
LOC_Os04g43600,0,0,0,0,0
LOC_Os04g43610,0,0,0,0,0
LOC_Os04g43630,0,0,0,0,0
LOC_Os04g43640,0,0,0,0,0
LOC_Os04g43650,104,450,375,434,248
LOC_Os04g43660,0,0,0,0,0
LOC_Os04g43670,104,122,0,0,96
LOC_Os04g43680,0,0,0,0,0
LOC_Os04g43690,11,237,41,0,6
LOC_Os04g43700,0,0,0,0,0
LOC_Os04g43710,0,0,0,0,0
LOC_Os04g43720,0,0,0,0,0
LOC_Os04g43730,0,0,0,0,0
LOC_Os04g43740,0,0,0,0,0
LOC_Os04g43750,84,187,62,129,137
LOC_Os04g43760,106,31,42,156.054,0
LOC_Os04g43770,14,0,57,1,0
LOC_Os04g43780,0,0,0,0,0
LOC_Os04g43790,0,0,0,0,0
LOC_Os04g43800,0,0,10,0,3.111
LOC_Os04g43810,0,0,0,0,0
LOC_Os04g43820,0,0,0,0,0
LOC_Os04g43824,52,0,0,234,90
LOC_Os04g43840,0,0,0,0,0
LOC_Os04g43850,0,0,0,0,0
LOC_Os04g43860,0,0,0,0,0
LOC_Os04g43870,0,0,0,0,0
LOC_Os04g43880,0,0,0,0,0
LOC_Os04g43890,0,0,0,0,0
LOC_Os04g43900,0,0,0,0,0
LOC_Os04g43910,0,0,0,0,0
LOC_Os04g43916,2,154,22,132,1
LOC_Os04g43922,77,1,32,70,0
LOC_Os04g43930,0,0,0,0,0
LOC_Os04g43940,0,0,0,0,0
LOC_Os04g43950,0,0,0,0,0
LOC_Os04g43960,0,0,0,0,0
LOC_Os04g43970,0,0,0,0,0
LOC_Os04g43980,0,0,0,0,0
LOC_Os04g43990,102,433,224,78,379
LOC_Os04g44000,0,0,0,0,0
LOC_Os04g44010,0,0,0,0,0
LOC_Os04g44020,0,0,0,0,0
LOC_Os04g44030,0,19,0,0,1
LOC_Os04g44050,0,0,0,0,0
LOC_Os04g44060,31,0,92,0,43
LOC_Os04g44070,0,0,0,0,0
LOC_Os04g44080,0,0,0,0,0
LOC_Os04g44090,0,0,0,0,0
LOC_Os04g44100,59,0,2,0,0
LOC_Os04g44110,0,0,42,5,0
LOC_Os04g44120,0,0,0,0,0
LOC_Os04g44130,0,0,0,0,0
LOC_Os04g44140,0,0,0,0,0
LOC_Os04g44150,0,0,0,0,0
LOC_Os04g44160,0,0,0,0,0
LOC_Os04g44170,0,0,0,0,0
LOC_Os04g44180,0,0,0,0,0
LOC_Os04g44190,41,21,0,117,0
LOC_Os04g44200,0,4,0,0,0
LOC_Os04g44210,44,73,1,72,3
LOC_Os04g44220,0,0,0,0,0
LOC_Os04g44224,0,0,0,0,0
LOC_Os04g44230,0,0,0,0,0
LOC_Os04g44240,0,0,0,0,0
LOC_Os04g44250,0,0,76,0,0
LOC_Os04g44260,0,0,0,0,0
LOC_Os04g44270,0,0,0,0,0
LOC_Os04g44280,0,0,0,0,0
LOC_Os04g44290,0,0,0,0,0
LOC_Os04g44300,0,0,0,0,0
LOC_Os04g44320,27,43,0,0,2
LOC_Os04g44330,0,0,0,0,0
LOC_Os04g44340,129,409,170,130,171
LOC_Os04g44354,0,0,0,0,0
LOC_Os04g44370,0,0,0,0,0
LOC_Os04g44380,0,0,0,0,0
LOC_Os04g44390,0,0,0,0,0
LOC_Os04g44400,0,51,0,0,0
LOC_Os04g44410,0,0,0,0,0
LOC_Os04g44420,0,0,0,0,0
LOC_Os04g44430,118,397,142,186,29
LOC_Os04g44440,0,0,0,0,0
LOC_Os04g44460,0,0,0,0,0
LOC_Os04g44470,0,0,0,0,0
LOC_Os04g44480,0,0,0,0,0
LOC_Os04g44490,0,0,0,0,0
LOC_Os04g44500,0,0,0,0,0
LOC_Os04g44510,0,0,48,0,0
LOC_Os04g44520,0,0,0,0,0
LOC_Os04g44530,220,198,186,586,329
LOC_Os04g44540,18,84,48,0,110
LOC_Os04g44550,0,0,84,66,15
LOC_Os04g44560,120,106,72,0,0
LOC_Os04g44570,0,0,0,0,0
LOC_Os04g44580,0,0,0,0,0
LOC_Os04g44590,148,233,208,177,126
LOC_Os04g44600,0,0,0,0,0
LOC_Os04g44610,0,0,0,0,0
LOC_Os04g44620,0,0,31,0,0
LOC_Os04g44630,0,0,0,0,0
LOC_Os04g44640,0,0,0,0,33
LOC_Os04g44650,31,39,16,0,0
LOC_Os04g44660,0,0,0,0,0
LOC_Os04g44670,89,261,13,0,8
LOC_Os04g44690,0,0,0,0,0
LOC_Os04g44700,60,69,51,1,2
LOC_Os04g44710,51,2,54,63,0
LOC_Os04g44730,42,0,0,0,0
LOC_Os04g44740,0,0,0,0,0
LOC_Os04g44750,0,45,0,49,1
LOC_Os04g44760,0,0,0,0,0
LOC_Os04g44770,0,0,0,60,0
LOC_Os04g44780,0,0,0,0,0
LOC_Os04g44790,73,89,112,76,52
LOC_Os04g44800,61,151,96,310,184
LOC_Os04g44810,23,45,96,41,0
LOC_Os04g44820,59,349,85,6,154
LOC_Os04g44830,189,170,245,0,348
LOC_Os04g44840,0,0,0,5,45
LOC_Os04g44850,49,144,74,0,36
LOC_Os04g44870,0,0,0,0,0
LOC_Os04g44880,0,0,0,0,0
LOC_Os04g44890,73,53,30,1,142
LOC_Os04g44900,2,0,0,1,0
LOC_Os04g44910,0,0,0,0,0
LOC_Os04g44920,31,161,127,0,117
LOC_Os04g44924,404,355,498,270,550
LOC_Os04g44930,0,15,0,97,0
LOC_Os04g44940,0,0,0,0,0
LOC_Os04g44950,0,35,2,0,0
LOC_Os04g44960,0,0,0,0,0
LOC_Os04g44970,0,0,0,0,0
LOC_Os04g44980,0,0,0,0,0
LOC_Os04g44990,0,0,0,0,0
LOC_Os04g45000,161,499,374,618,184
LOC_Os04g45010,0,0,0,0,0
LOC_Os04g45020,0,122,64,4,43
LOC_Os04g45030,0,0,0,0,0
LOC_Os04g45040,147,65,114,650,69
LOC_Os04g45050,0,0,0,0,0
LOC_Os04g45060,0,0,0,0,0
LOC_Os04g45070,2224,3804,2713,1967,2216
LOC_Os04g45080,0,0,0,0,0
LOC_Os04g45090,28,141,149,0,53
LOC_Os04g45100,0,0,0,0,0
LOC_Os04g45110,0,0,0,0,0
LOC_Os04g45120,0,0,0,0,0
LOC_Os04g45130,3,0,0,0,0
LOC_Os04g45140,477,336,237,305,275
LOC_Os04g45160,0,0,0,0,0
LOC_Os04g45170,8,0,0,0,0
LOC_Os04g45180,51,0,20,0,0
LOC_Os04g45190,165,2,97,0,0
LOC_Os04g45200,130,289,47,52,14
LOC_Os04g45210,237,333,256,85,270
LOC_Os04g45220,0,0,0,0,0
LOC_Os04g45230,0,0,0,0,0
LOC_Os04g45240,0,0,0,0,0
LOC_Os04g45270,0,0,0,0,59
LOC_Os04g45280,0,0,41,1,102
LOC_Os04g45290,0,0,0,0,0
LOC_Os04g45300,0,0,0,0,0
LOC_Os04g45310,0,0,0,0,0
LOC_Os04g45320,0,0,0,0,0
LOC_Os04g45330,0,0,0,0,0
LOC_Os04g45340,0,0,0,0,0
LOC_Os04g45350,0,0,0,0,0
LOC_Os04g45360,0,0,0,0,0
LOC_Os04g45370,891,1853,1312,764,436
LOC_Os04g45380,0,0,0,0,0
LOC_Os04g45390,0,0,0,0,0
LOC_Os04g45400,0,0,0,0,0
LOC_Os04g45410,0,0,0,0,0
LOC_Os04g45420,0,0,0,0,0
LOC_Os04g45430,0,0,0,0,0
LOC_Os04g45440,0,0,0,0,0
LOC_Os04g45450,0,0,0,0,0
LOC_Os04g45460,69,10,0,6.877,4.049
LOC_Os04g45470,86,26,184,116.123,180.951
LOC_Os04g45480,51,160,33,71,92
LOC_Os04g45490,1212,1910,1126,1007,953
LOC_Os04g45500,0,0,0,0,0
LOC_Os04g45510,0,0,0,0,0
LOC_Os04g45520,0,0,0,97,0
LOC_Os04g45540,0,0,0,0,0
LOC_Os04g45550,0,0,0,0,0
LOC_Os04g45560,0,0,0,0,0
LOC_Os04g45570,69,154,287,184,1
LOC_Os04g45580,31,4,0,0,1
LOC_Os04g45590,0,0,0,0,0
LOC_Os04g45600,1131.968,1415.921,1069.507,955.884,552.605
LOC_Os04g45610,19.032,121.079,117.493,59.116,136.395
LOC_Os04g45620,0,0,0,0,0
LOC_Os04g45630,0,0,0,0,0
LOC_Os04g45640,0,0,0,0,0
LOC_Os04g45650,318,742,296,220,191
LOC_Os04g45665,0,0,0,0,0
LOC_Os04g45670,127,174,72,81,146
LOC_Os04g45690,53,39,0,0,0
